GO ID	GO term	Organism	Proteome File
GO:0045211	postsynaptic membrane	H. sapiens	UP000005640_9606
GO:0045296	cadherin binding	H. sapiens	UP000005640_9606
GO:0045332	phospholipid translocation	H. sapiens	UP000005640_9606
GO:0045499	chemorepellent activity	H. sapiens	UP000005640_9606
GO:0045892	negative regulation of transcription, DNA-templated	H. sapiens	UP000005640_9606
GO:0045893	positive regulation of transcription, DNA-templated	H. sapiens	UP000005640_9606
GO:0045944	positive regulation of transcription by RNA polymerase II	H. sapiens	UP000005640_9606
GO:0046777	protein autophosphorylation	H. sapiens	UP000005640_9606
GO:0046856	phosphatidylinositol dephosphorylation	H. sapiens	UP000005640_9606
GO:0046872	metal ion binding	H. sapiens	UP000005640_9606
GO:0048013	ephrin receptor signaling pathway	H. sapiens	UP000005640_9606
GO:0048015	phosphatidylinositol-mediated signaling	H. sapiens	UP000005640_9606
GO:0048471	perinuclear region of cytoplasm	H. sapiens	UP000005640_9606
GO:0048812	neuron projection morphogenesis	H. sapiens	UP000005640_9606
GO:0048843	negative regulation of axon extension involved in axon guidance	H. sapiens	UP000005640_9606
GO:0050660	flavin adenine dinucleotide binding	H. sapiens	UP000005640_9606
GO:0050772	positive regulation of axonogenesis	H. sapiens	UP000005640_9606
GO:0050790	regulation of catalytic activity	H. sapiens	UP000005640_9606
GO:0050801	ion homeostasis	H. sapiens	UP000005640_9606
GO:0050804	modulation of chemical synaptic transmission	H. sapiens	UP000005640_9606
GO:0050808	synapse organization	H. sapiens	UP000005640_9606
GO:0050839	cell adhesion molecule binding	H. sapiens	UP000005640_9606
GO:0050919	negative chemotaxis	H. sapiens	UP000005640_9606
GO:0051015	actin filament binding	H. sapiens	UP000005640_9606
GO:0051056	regulation of small GTPase mediated signal transduction	H. sapiens	UP000005640_9606
GO:0051301	cell division	H. sapiens	UP000005640_9606
GO:0051959	dynein light intermediate chain binding	H. sapiens	UP000005640_9606
GO:0051965	positive regulation of synapse assembly	H. sapiens	UP000005640_9606
GO:0055085	transmembrane transport	H. sapiens	UP000005640_9606
GO:0060271	cilium assembly	H. sapiens	UP000005640_9606
GO:0060285	cilium-dependent cell motility	H. sapiens	UP000005640_9606
GO:0061630	ubiquitin protein ligase activity	H. sapiens	UP000005640_9606
GO:0062023	collagen-containing extracellular matrix	H. sapiens	UP000005640_9606
GO:0070577	lysine-acetylated histone binding	H. sapiens	UP000005640_9606
GO:0070588	calcium ion transmembrane transport	H. sapiens	UP000005640_9606
GO:0071526	semaphorin-plexin signaling pathway	H. sapiens	UP000005640_9606
GO:0071625	vocalization behavior	H. sapiens	UP000005640_9606
GO:0071805	potassium ion transmembrane transport	H. sapiens	UP000005640_9606
GO:0072686	mitotic spindle	H. sapiens	UP000005640_9606
GO:0086010	membrane depolarization during action potential	H. sapiens	UP000005640_9606
GO:0090305	nucleic acid phosphodiester bond hydrolysis	H. sapiens	UP000005640_9606
GO:0090307	mitotic spindle assembly	H. sapiens	UP000005640_9606
GO:0090630	activation of GTPase activity	H. sapiens	UP000005640_9606
GO:0097110	scaffold protein binding	H. sapiens	UP000005640_9606
GO:0098609	cell-cell adhesion	H. sapiens	UP000005640_9606
GO:0098655	cation transmembrane transport	H. sapiens	UP000005640_9606
GO:0098656	anion transmembrane transport	H. sapiens	UP000005640_9606
GO:0098703	calcium ion import across plasma membrane	H. sapiens	UP000005640_9606
GO:0098719	sodium ion import across plasma membrane	H. sapiens	UP000005640_9606
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	H. sapiens	UP000005640_9606
GO:0098978	glutamatergic synapse	H. sapiens	UP000005640_9606
GO:0098982	GABA-ergic synapse	H. sapiens	UP000005640_9606
GO:0099061	integral component of postsynaptic density membrane	H. sapiens	UP000005640_9606
GO:0106310	protein serine kinase activity	H. sapiens	UP000005640_9606
GO:0140326	ATPase-coupled intramembrane lipid transporter activity	H. sapiens	UP000005640_9606
GO:0140359	ABC-type transporter activity	H. sapiens	UP000005640_9606
GO:0140658	ATP-dependent chromatin remodeler activity	H. sapiens	UP000005640_9606
GO:0150104	transport across blood-brain barrier	H. sapiens	UP000005640_9606
GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	H. sapiens	UP000005640_9606
GO:1902476	chloride transmembrane transport	H. sapiens	UP000005640_9606
GO:1905515	non-motile cilium assembly	H. sapiens	UP000005640_9606
GO:0000122	negative regulation of transcription by RNA polymerase II	M. musculus	UP000000589_10090
GO:0000139	Golgi membrane	M. musculus	UP000000589_10090
GO:0000146	microfilament motor activity	M. musculus	UP000000589_10090
GO:0000226	microtubule cytoskeleton organization	M. musculus	UP000000589_10090
GO:0000242	pericentriolar material	M. musculus	UP000000589_10090
GO:0000278	mitotic cell cycle	M. musculus	UP000000589_10090
GO:0000781	chromosome, telomeric region	M. musculus	UP000000589_10090
GO:0000785	chromatin	M. musculus	UP000000589_10090
GO:0000794	condensed nuclear chromosome	M. musculus	UP000000589_10090
GO:0000902	cell morphogenesis	M. musculus	UP000000589_10090
GO:0000922	spindle pole	M. musculus	UP000000589_10090
GO:0000976	transcription cis-regulatory region binding	M. musculus	UP000000589_10090
GO:0000978	RNA polymerase II cis-regulatory region sequence-specific DNA binding	M. musculus	UP000000589_10090
GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	M. musculus	UP000000589_10090
GO:0001227	DNA-binding transcription repressor activity, RNA polymerase II-specific	M. musculus	UP000000589_10090
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	M. musculus	UP000000589_10090
GO:0001525	angiogenesis	M. musculus	UP000000589_10090
GO:0001578	microtubule bundle formation	M. musculus	UP000000589_10090
GO:0001701	in utero embryonic development	M. musculus	UP000000589_10090
GO:0001725	stress fiber	M. musculus	UP000000589_10090
GO:0001726	ruffle	M. musculus	UP000000589_10090
GO:0001764	neuron migration	M. musculus	UP000000589_10090
GO:0001822	kidney development	M. musculus	UP000000589_10090
GO:0001843	neural tube closure	M. musculus	UP000000589_10090
GO:0002116	semaphorin receptor complex	M. musculus	UP000000589_10090
GO:0002244	hematopoietic progenitor cell differentiation	M. musculus	UP000000589_10090
GO:0003007	heart morphogenesis	M. musculus	UP000000589_10090
GO:0003279	cardiac septum development	M. musculus	UP000000589_10090
GO:0003341	cilium movement	M. musculus	UP000000589_10090
GO:0003677	DNA binding	M. musculus	UP000000589_10090
GO:0003678	DNA helicase activity	M. musculus	UP000000589_10090
GO:0003682	chromatin binding	M. musculus	UP000000589_10090
GO:0003700	DNA-binding transcription factor activity	M. musculus	UP000000589_10090
GO:0003712	transcription coregulator activity	M. musculus	UP000000589_10090
GO:0003713	transcription coactivator activity	M. musculus	UP000000589_10090
GO:0003714	transcription corepressor activity	M. musculus	UP000000589_10090
GO:0003723	RNA binding	M. musculus	UP000000589_10090
GO:0003724	RNA helicase activity	M. musculus	UP000000589_10090
GO:0003725	double-stranded RNA binding	M. musculus	UP000000589_10090
GO:0003777	microtubule motor activity	M. musculus	UP000000589_10090
GO:0003779	actin binding	M. musculus	UP000000589_10090
GO:0004114	3',5'-cyclic-nucleotide phosphodiesterase activity	M. musculus	UP000000589_10090
GO:0004222	metalloendopeptidase activity	M. musculus	UP000000589_10090
GO:0004386	helicase activity	M. musculus	UP000000589_10090
GO:0004672	protein kinase activity	M. musculus	UP000000589_10090
GO:0004674	protein serine/threonine kinase activity	M. musculus	UP000000589_10090
GO:0004709	MAP kinase kinase kinase activity	M. musculus	UP000000589_10090
GO:0004712	protein serine/threonine/tyrosine kinase activity	M. musculus	UP000000589_10090
GO:0004713	protein tyrosine kinase activity	M. musculus	UP000000589_10090
GO:0004714	transmembrane receptor protein tyrosine kinase activity	M. musculus	UP000000589_10090
GO:0004715	non-membrane spanning protein tyrosine kinase activity	M. musculus	UP000000589_10090
GO:0004842	ubiquitin-protein transferase activity	M. musculus	UP000000589_10090
GO:0004843	thiol-dependent deubiquitinase	M. musculus	UP000000589_10090
GO:0004970	ionotropic glutamate receptor activity	M. musculus	UP000000589_10090
GO:0005005	transmembrane-ephrin receptor activity	M. musculus	UP000000589_10090
GO:0005044	scavenger receptor activity	M. musculus	UP000000589_10090
GO:0005085	guanyl-nucleotide exchange factor activity	M. musculus	UP000000589_10090
GO:0005096	GTPase activator activity	M. musculus	UP000000589_10090
GO:0005178	integrin binding	M. musculus	UP000000589_10090
GO:0005201	extracellular matrix structural constituent	M. musculus	UP000000589_10090
GO:0005245	voltage-gated calcium channel activity	M. musculus	UP000000589_10090
GO:0005248	voltage-gated sodium channel activity	M. musculus	UP000000589_10090
GO:0005261	cation channel activity	M. musculus	UP000000589_10090
GO:0005262	calcium channel activity	M. musculus	UP000000589_10090
GO:0005319	lipid transporter activity	M. musculus	UP000000589_10090
GO:0005506	iron ion binding	M. musculus	UP000000589_10090
GO:0005509	calcium ion binding	M. musculus	UP000000589_10090
GO:0005515	protein binding	M. musculus	UP000000589_10090
GO:0005516	calmodulin binding	M. musculus	UP000000589_10090
GO:0005524	ATP binding	M. musculus	UP000000589_10090
GO:0005546	phosphatidylinositol-4,5-bisphosphate binding	M. musculus	UP000000589_10090
GO:0005604	basement membrane	M. musculus	UP000000589_10090
GO:0005634	nucleus	M. musculus	UP000000589_10090
GO:0005635	nuclear envelope	M. musculus	UP000000589_10090
GO:0005654	nucleoplasm	M. musculus	UP000000589_10090
GO:0005694	chromosome	M. musculus	UP000000589_10090
GO:0005730	nucleolus	M. musculus	UP000000589_10090
GO:0005737	cytoplasm	M. musculus	UP000000589_10090
GO:0005768	endosome	M. musculus	UP000000589_10090
GO:0005769	early endosome	M. musculus	UP000000589_10090
GO:0005789	endoplasmic reticulum membrane	M. musculus	UP000000589_10090
GO:0005794	Golgi apparatus	M. musculus	UP000000589_10090
GO:0005813	centrosome	M. musculus	UP000000589_10090
GO:0005814	centriole	M. musculus	UP000000589_10090
GO:0005815	microtubule organizing center	M. musculus	UP000000589_10090
GO:0005819	spindle	M. musculus	UP000000589_10090
GO:0005829	cytosol	M. musculus	UP000000589_10090
GO:0005856	cytoskeleton	M. musculus	UP000000589_10090
GO:0005871	kinesin complex	M. musculus	UP000000589_10090
GO:0005874	microtubule	M. musculus	UP000000589_10090
GO:0005884	actin filament	M. musculus	UP000000589_10090
GO:0005887	integral component of plasma membrane	M. musculus	UP000000589_10090
GO:0005891	voltage-gated calcium channel complex	M. musculus	UP000000589_10090
GO:0005903	brush border	M. musculus	UP000000589_10090
GO:0005905	clathrin-coated pit	M. musculus	UP000000589_10090
GO:0005911	cell-cell junction	M. musculus	UP000000589_10090
GO:0005912	adherens junction	M. musculus	UP000000589_10090
GO:0005925	focal adhesion	M. musculus	UP000000589_10090
GO:0005929	cilium	M. musculus	UP000000589_10090
GO:0005930	axoneme	M. musculus	UP000000589_10090
GO:0005938	cell cortex	M. musculus	UP000000589_10090
GO:0006260	DNA replication	M. musculus	UP000000589_10090
GO:0006281	DNA repair	M. musculus	UP000000589_10090
GO:0006302	double-strand break repair	M. musculus	UP000000589_10090
GO:0006306	DNA methylation	M. musculus	UP000000589_10090
GO:0006325	chromatin organization	M. musculus	UP000000589_10090
GO:0006338	chromatin remodeling	M. musculus	UP000000589_10090
GO:0006355	regulation of transcription, DNA-templated	M. musculus	UP000000589_10090
GO:0006357	regulation of transcription by RNA polymerase II	M. musculus	UP000000589_10090
GO:0006468	protein phosphorylation	M. musculus	UP000000589_10090
GO:0006470	protein dephosphorylation	M. musculus	UP000000589_10090
GO:0006508	proteolysis	M. musculus	UP000000589_10090
GO:0006511	ubiquitin-dependent protein catabolic process	M. musculus	UP000000589_10090
GO:0006606	protein import into nucleus	M. musculus	UP000000589_10090
GO:0006812	cation transport	M. musculus	UP000000589_10090
GO:0006814	sodium ion transport	M. musculus	UP000000589_10090
GO:0006816	calcium ion transport	M. musculus	UP000000589_10090
GO:0006821	chloride transport	M. musculus	UP000000589_10090
GO:0006897	endocytosis	M. musculus	UP000000589_10090
GO:0006898	receptor-mediated endocytosis	M. musculus	UP000000589_10090
GO:0006974	cellular response to DNA damage stimulus	M. musculus	UP000000589_10090
GO:0007009	plasma membrane organization	M. musculus	UP000000589_10090
GO:0007010	cytoskeleton organization	M. musculus	UP000000589_10090
GO:0007018	microtubule-based movement	M. musculus	UP000000589_10090
GO:0007043	cell-cell junction assembly	M. musculus	UP000000589_10090
GO:0007140	male meiotic nuclear division	M. musculus	UP000000589_10090
GO:0007155	cell adhesion	M. musculus	UP000000589_10090
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules	M. musculus	UP000000589_10090
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	M. musculus	UP000000589_10090
GO:0007160	cell-matrix adhesion	M. musculus	UP000000589_10090
GO:0007162	negative regulation of cell adhesion	M. musculus	UP000000589_10090
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	M. musculus	UP000000589_10090
GO:0007224	smoothened signaling pathway	M. musculus	UP000000589_10090
GO:0007229	integrin-mediated signaling pathway	M. musculus	UP000000589_10090
GO:0007268	chemical synaptic transmission	M. musculus	UP000000589_10090
GO:0007283	spermatogenesis	M. musculus	UP000000589_10090
GO:0007368	determination of left/right symmetry	M. musculus	UP000000589_10090
GO:0007399	nervous system development	M. musculus	UP000000589_10090
GO:0007409	axonogenesis	M. musculus	UP000000589_10090
GO:0007411	axon guidance	M. musculus	UP000000589_10090
GO:0007416	synapse assembly	M. musculus	UP000000589_10090
GO:0007417	central nervous system development	M. musculus	UP000000589_10090
GO:0007420	brain development	M. musculus	UP000000589_10090
GO:0007507	heart development	M. musculus	UP000000589_10090
GO:0007528	neuromuscular junction development	M. musculus	UP000000589_10090
GO:0007605	sensory perception of sound	M. musculus	UP000000589_10090
GO:0007612	learning	M. musculus	UP000000589_10090
GO:0007626	locomotory behavior	M. musculus	UP000000589_10090
GO:0008013	beta-catenin binding	M. musculus	UP000000589_10090
GO:0008017	microtubule binding	M. musculus	UP000000589_10090
GO:0008022	protein C-terminus binding	M. musculus	UP000000589_10090
GO:0008066	glutamate receptor activity	M. musculus	UP000000589_10090
GO:0008094	ATP-dependent activity, acting on DNA	M. musculus	UP000000589_10090
GO:0008104	protein localization	M. musculus	UP000000589_10090
GO:0008237	metallopeptidase activity	M. musculus	UP000000589_10090
GO:0008270	zinc ion binding	M. musculus	UP000000589_10090
GO:0008305	integrin complex	M. musculus	UP000000589_10090
GO:0008559	ABC-type xenobiotic transporter activity	M. musculus	UP000000589_10090
GO:0008569	minus-end-directed microtubule motor activity	M. musculus	UP000000589_10090
GO:0008574	plus-end-directed microtubule motor activity	M. musculus	UP000000589_10090
GO:0009791	post-embryonic development	M. musculus	UP000000589_10090
GO:0009888	tissue development	M. musculus	UP000000589_10090
GO:0009925	basal plasma membrane	M. musculus	UP000000589_10090
GO:0009986	cell surface	M. musculus	UP000000589_10090
GO:0010467	gene expression	M. musculus	UP000000589_10090
GO:0010468	regulation of gene expression	M. musculus	UP000000589_10090
GO:0010629	negative regulation of gene expression	M. musculus	UP000000589_10090
GO:0010976	positive regulation of neuron projection development	M. musculus	UP000000589_10090
GO:0014069	postsynaptic density	M. musculus	UP000000589_10090
GO:0015108	chloride transmembrane transporter activity	M. musculus	UP000000589_10090
GO:0015276	ligand-gated ion channel activity	M. musculus	UP000000589_10090
GO:0015301	anion:anion antiporter activity	M. musculus	UP000000589_10090
GO:0015629	actin cytoskeleton	M. musculus	UP000000589_10090
GO:0015630	microtubule cytoskeleton	M. musculus	UP000000589_10090
GO:0015701	bicarbonate transport	M. musculus	UP000000589_10090
GO:0016020	membrane	M. musculus	UP000000589_10090
GO:0016055	Wnt signaling pathway	M. musculus	UP000000589_10090
GO:0016301	kinase activity	M. musculus	UP000000589_10090
GO:0016323	basolateral plasma membrane	M. musculus	UP000000589_10090
GO:0016324	apical plasma membrane	M. musculus	UP000000589_10090
GO:0016339	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	M. musculus	UP000000589_10090
GO:0016342	catenin complex	M. musculus	UP000000589_10090
GO:0016363	nuclear matrix	M. musculus	UP000000589_10090
GO:0016459	myosin complex	M. musculus	UP000000589_10090
GO:0016477	cell migration	M. musculus	UP000000589_10090
GO:0016485	protein processing	M. musculus	UP000000589_10090
GO:0016567	protein ubiquitination	M. musculus	UP000000589_10090
